10.38.32.1	00:1b:17:00:0b:27	Palo Alto Networks
10.38.46.19	00:56:cd:92:b9:e7	(Unknown)
10.38.45.72	6c:8d:c1:a7:1a:0e	(Unknown)
10.38.45.96	c8:1e:e7:87:a4:0f	(Unknown)
10.38.46.7	60:03:08:a4:48:ae	(Unknown)
10.38.44.18	2c:0e:3d:08:3a:02	(Unknown) (DUP: 2)
10.38.45.229	d0:25:98:ed:b0:37	(Unknown)
10.38.45.227	d0:25:98:03:d2:74	(Unknown)
10.38.45.253	10:41:7f:4a:bb:36	(Unknown)
10.38.45.10	d4:0b:1a:6a:6c:14	(Unknown)
10.38.45.150	ac:22:0b:49:6a:43	ASUSTek COMPUTER INC.
10.38.45.198	a0:88:69:46:f4:7e	Intel Corporate
10.38.46.53	4c:0f:6e:14:ab:31	Hon Hai Precision Ind. Co.,Ltd.
10.38.45.191	44:00:10:31:8d:86	(Unknown)
10.38.45.38	80:00:6e:d5:27:3c	(Unknown)
10.38.46.63	c0:ee:fb:5c:9e:dc	(Unknown)
10.38.43.19	dc:86:d8:9e:72:ed	(Unknown)
10.38.45.50	e8:50:8b:c2:a7:da	(Unknown)
10.38.45.228	34:36:3b:c4:20:50	(Unknown)
10.38.45.212	54:9f:13:3d:78:0e	(Unknown)
10.38.45.194	68:a8:6d:eb:e4:15	Apple, Inc.
10.38.45.161	cc:07:ab:bb:0c:98	(Unknown) (DUP: 2)
10.38.45.122	d8:cf:9c:e1:8a:e7	(Unknown)
10.38.45.49	44:80:eb:20:e5:2b	(Unknown)
10.38.45.110	a0:99:9b:54:83:82	(Unknown)
10.38.45.208	f8:1e:df:d8:c3:ed	Apple, Inc
10.38.45.87	90:b6:86:d7:12:76	(Unknown) (DUP: 3)
10.38.46.107	d8:96:95:0a:c5:2f	Apple, Inc
10.38.45.174	90:e7:c4:13:de:e9	(Unknown)
10.38.46.72	24:a2:e1:a6:a9:ef	(Unknown)
10.38.46.54	2c:0e:3d:41:37:66	(Unknown)
10.38.46.76	90:b6:86:c2:ba:ff	(Unknown)
10.38.46.122	c0:33:5e:1d:cc:3f	(Unknown)
10.38.45.118	8c:8e:f2:c8:c0:0e	(Unknown)
10.38.44.134	18:65:90:26:c7:77	(Unknown)
10.38.46.20	c0:ee:fb:5c:8d:42	(Unknown)
10.38.45.107	14:32:d1:f6:29:4f	(Unknown)
10.38.46.104	98:01:a7:91:98:05	(Unknown)
10.38.45.148	90:b0:ed:0a:42:ea	(Unknown)
10.38.46.54	2c:0e:3d:41:37:66	(Unknown) (DUP: 2)
10.38.45.48	cc:08:8d:13:5e:89	(Unknown)
10.38.46.115	20:ab:37:93:d3:c7	(Unknown)
10.38.46.71	6c:8d:c1:a8:48:56	(Unknown)
10.38.44.238	fc:db:b3:1e:74:91	(Unknown)
10.38.44.238	fc:db:b3:1e:74:91	(Unknown) (DUP: 2)
10.38.46.125	20:c9:d0:c6:15:39	Apple Inc
10.38.45.39	e8:50:8b:29:9d:03	(Unknown)
10.38.45.162	70:81:eb:92:bd:f8	(Unknown)
10.38.45.46	a4:b8:05:ad:8f:a6	(Unknown)
10.38.46.178	48:45:20:e7:c2:b9	(Unknown)
10.38.46.194	98:01:a7:d3:73:a1	(Unknown)
10.38.45.249	a4:b8:05:85:0a:95	(Unknown)
10.38.46.192	b8:53:ac:24:8c:ae	(Unknown)
10.38.46.87	e0:98:61:ec:1c:99	(Unknown)
10.38.46.99	f8:f1:b6:e8:92:aa	Motorola Mobility LLC
10.38.46.159	dc:ee:06:fe:3f:20	(Unknown)
10.38.46.159	dc:ee:06:fe:3f:20	(Unknown) (DUP: 2)
10.38.45.69	fc:db:b3:72:81:df	(Unknown)
10.38.45.81	2c:f0:a2:1a:af:36	(Unknown)
10.38.46.190	cc:08:8d:8d:6a:d1	(Unknown)
10.38.46.214	80:86:f2:e8:35:14	Intel Corporate
10.38.46.213	28:cf:e9:17:a7:d7	Apple
10.38.46.136	e4:9a:79:71:77:da	(Unknown)
10.38.46.134	ac:0d:1b:a5:64:fa	(Unknown)
10.38.45.252	c4:56:fe:d9:89:79	(Unknown)
10.38.46.176	14:1a:a3:4e:44:90	(Unknown)
10.38.46.206	cc:25:ef:4a:94:bf	(Unknown)
10.38.46.49	fc:c2:de:7d:30:a8	(Unknown)
10.38.46.164	a0:d3:7a:5f:11:62	(Unknown)
10.38.46.230	50:c8:e5:7b:d1:ca	(Unknown)
10.38.46.73	00:ae:fa:4c:c9:72	(Unknown)
10.38.46.187	20:ab:37:8d:ed:ef	(Unknown)
10.38.46.237	68:db:ca:a8:ca:32	(Unknown)
10.38.46.183	00:db:df:d5:1d:35	Intel Corporate
10.38.46.225	f4:5c:89:c2:d3:c5	(Unknown)
10.38.46.174	70:14:a6:0c:ed:da	(Unknown)
10.38.45.215	9c:fc:01:be:1d:51	(Unknown)
10.38.46.196	48:e9:f1:b5:32:50	(Unknown)
10.38.45.98	a0:3b:e3:e4:80:47	(Unknown)
10.38.47.17	20:c9:d0:e5:86:01	Apple Inc
10.38.46.242	00:34:da:96:9c:e6	(Unknown)
10.38.45.91	d0:25:98:6c:ff:b1	(Unknown)
10.38.46.252	48:d2:24:25:12:8c	Liteon Technology Corporation
10.38.47.33	34:02:86:84:1d:40	(Unknown)
10.38.45.199	18:f6:43:4a:e1:81	(Unknown)
10.38.38.179	78:7e:61:98:bc:cc	(Unknown)
10.38.47.45	10:c3:7b:a9:77:f5	(Unknown)
10.38.45.213	a4:5e:60:ed:af:f7	(Unknown)
10.38.45.233	10:a5:d0:ca:f0:12	(Unknown)
10.38.46.94	c0:33:5e:18:d1:53	(Unknown)
10.38.47.60	8c:bf:a6:49:3f:d2	(Unknown)
10.38.45.232	fc:db:b3:fd:a4:a8	(Unknown)
10.38.45.232	fc:db:b3:fd:a4:a8	(Unknown) (DUP: 2)
10.38.46.67	28:c2:dd:26:29:0d	(Unknown)
10.38.46.120	6c:72:e7:4e:7b:0e	(Unknown)
10.38.45.233	10:a5:d0:ca:f0:12	(Unknown) (DUP: 2)
10.38.46.185	c0:33:5e:22:6b:6b	(Unknown)
10.38.40.27	cc:08:8d:64:cd:79	(Unknown)
10.38.47.93	30:3a:64:61:fa:76	Intel Corporate
10.38.46.132	ac:72:89:1a:9b:9f	Intel Corporate
10.38.46.201	88:1f:a1:24:61:ee	Apple
10.38.46.224	a4:b8:05:e4:0c:56	(Unknown)
10.38.46.203	34:a3:95:86:91:8e	(Unknown)
10.38.46.207	00:26:82:b3:74:a2	Gemtek Technology Co., Ltd.
10.38.46.106	a4:08:ea:71:ff:f2	(Unknown)
10.38.47.23	c8:1e:e7:22:b7:05	(Unknown)
10.38.45.207	38:71:de:4f:e6:99	(Unknown)
10.38.45.188	0c:d7:46:2f:49:2a	(Unknown)
10.38.46.95	c0:ce:cd:1c:37:67	(Unknown)
10.38.47.75	98:01:a7:a0:a3:19	(Unknown)
10.38.47.2	18:cf:5e:48:e8:37	(Unknown)
10.38.46.38	7c:01:91:4c:d1:2c	(Unknown)
10.38.43.95	f4:37:b7:00:31:38	(Unknown)
10.38.47.88	cc:79:4a:fa:d5:b1	(Unknown)
10.38.47.101	08:ed:b9:2d:77:a1	Hon Hai Precision Ind. Co.,Ltd.
10.38.46.249	74:8d:08:09:d5:a4	(Unknown)
10.38.46.215	50:7a:55:45:a4:ff	(Unknown)
10.38.47.91	fc:db:b3:cd:b2:ca	(Unknown)
10.38.47.84	ac:cf:85:28:b5:60	(Unknown)
10.38.46.77	e0:b5:2d:db:bf:45	(Unknown)
10.38.47.89	5c:96:9d:96:9f:d9	Apple
10.38.47.110	6c:8d:c1:e2:04:17	(Unknown)
10.38.47.18	00:ee:bd:ae:ff:2d	(Unknown)
10.38.47.121	ac:fd:ce:90:9d:95	(Unknown)
10.38.46.44	dc:2b:2a:11:5a:a3	(Unknown)
10.38.44.203	c0:ce:cd:0f:89:c2	(Unknown)
10.38.47.85	14:10:9f:4c:97:b5	Apple Inc
10.38.46.229	a0:99:9b:03:7e:b5	(Unknown)
10.38.45.220	64:9a:be:db:26:9a	(Unknown)
10.38.46.73	00:ae:fa:4c:c9:72	(Unknown) (DUP: 2)
10.38.46.118	88:07:4b:ae:e6:e9	(Unknown)
10.38.47.16	50:7a:55:4c:fe:bc	(Unknown)
10.38.47.94	ac:37:43:4b:21:b9	(Unknown)
10.38.47.92	ac:bc:32:cf:72:c1	(Unknown)
10.38.46.155	ac:5f:3e:a3:11:ec	(Unknown)
10.38.47.80	7c:01:91:40:fc:c7	(Unknown)
10.38.46.155	ac:5f:3e:a3:11:ec	(Unknown) (DUP: 2)
10.38.46.147	00:ae:fa:40:06:23	(Unknown)
10.38.46.160	90:b6:86:f1:4d:f0	(Unknown)
10.38.46.179	80:ed:2c:1b:07:6c	(Unknown)
10.38.47.4	90:fd:61:ab:19:a8	(Unknown)
10.38.47.128	cc:08:8d:8c:52:0c	(Unknown)
10.38.46.220	c8:1e:e7:e2:64:02	(Unknown)
10.38.47.84	ac:cf:85:28:b5:60	(Unknown) (DUP: 2)
10.38.47.120	e4:a7:a0:33:29:08	(Unknown)
10.38.46.18	cc:20:e8:9b:86:02	(Unknown)
10.38.47.82	68:ae:20:77:1b:0f	(Unknown)
10.38.47.144	38:71:de:73:ed:20	(Unknown)
10.38.46.239	6c:72:e7:36:7a:bf	(Unknown)
10.38.47.103	d8:96:95:05:2a:f2	Apple, Inc
10.38.47.88	cc:79:4a:fa:d5:b1	(Unknown) (DUP: 2)
10.38.45.54	20:ab:37:96:0f:8c	(Unknown)
10.38.46.144	00:ae:fa:d4:db:14	(Unknown)
10.38.47.160	ac:bc:32:cf:21:31	(Unknown)
10.38.47.155	1c:5c:f2:0d:56:40	(Unknown)
10.38.46.93	e8:50:8b:f2:0a:76	(Unknown)
10.38.46.66	90:b6:86:68:41:12	(Unknown)
10.38.47.111	d0:25:98:4d:92:51	(Unknown)
10.38.46.162	0c:51:01:6f:d4:3c	(Unknown)
10.38.46.218	10:a5:d0:fe:50:a8	(Unknown)
10.38.46.66	90:b6:86:68:41:12	(Unknown) (DUP: 2)
10.38.47.51	54:9f:13:ef:2a:7c	(Unknown)
10.38.47.54	d8:bb:2c:94:d0:5c	(Unknown)
10.38.46.102	a0:39:f7:39:ff:97	(Unknown)
10.38.47.91	fc:db:b3:cd:b2:ca	(Unknown) (DUP: 2)
10.38.47.179	c8:1e:e7:21:47:64	(Unknown)
10.38.47.195	20:c9:d0:83:6a:d1	Apple Inc
10.38.47.15	00:34:da:43:8d:c1	(Unknown)
10.38.46.102	a0:39:f7:39:ff:97	(Unknown) (DUP: 2)
10.38.46.55	4c:66:41:b5:05:4c	(Unknown)
10.38.46.55	4c:66:41:b5:05:4c	(Unknown) (DUP: 2)
10.38.47.191	dc:53:60:5e:cd:bf	(Unknown)
10.38.47.212	6c:71:d9:35:95:fb	AzureWave Technologies, Inc
10.38.47.26	24:e3:14:ba:ff:9f	(Unknown)
10.38.47.15	00:34:da:43:8d:c1	(Unknown) (DUP: 2)
10.38.47.240	38:ca:da:20:94:c9	(Unknown)
10.38.48.3	a0:a8:cd:42:cb:c9	Intel Corporate
10.38.47.158	90:68:c3:f4:2b:7f	(Unknown)
10.38.47.124	20:3c:ae:a9:52:98	(Unknown)
10.38.47.206	74:a5:28:16:75:8b	(Unknown)
10.38.47.141	c0:ee:fb:5b:1a:c5	(Unknown)
10.38.48.31	7c:0b:c6:2f:f2:89	(Unknown)
10.38.48.31	7c:0b:c6:2f:f2:89	(Unknown) (DUP: 2)
10.38.47.206	74:a5:28:16:75:8b	(Unknown) (DUP: 2)
10.38.48.16	cc:3a:61:2c:36:90	SAMSUNG ELECTRO MECHANICS CO., LTD.
10.38.48.12	04:d3:cf:ed:53:05	(Unknown)
10.38.47.129	34:bb:26:52:72:62	(Unknown)
10.38.47.107	20:3c:ae:a8:a7:36	(Unknown)
10.38.48.16	cc:3a:61:2c:36:90	SAMSUNG ELECTRO MECHANICS CO., LTD. (DUP: 2)
10.38.47.211	d8:bb:2c:3b:55:5c	(Unknown)
10.38.46.244	4c:66:41:1e:07:5c	(Unknown)
10.38.47.99	3c:ab:8e:d5:ba:91	(Unknown)
10.38.47.163	dc:2b:2a:49:13:5a	(Unknown)
10.38.47.147	e4:98:d6:03:8d:81	(Unknown)
10.38.47.176	68:db:ca:32:31:5b	(Unknown)
10.38.46.147	00:ae:fa:40:06:23	(Unknown) (DUP: 2)
10.38.47.156	6c:8d:c1:51:56:d8	(Unknown)
10.38.46.245	e8:80:2e:96:92:37	(Unknown)
10.38.48.76	f0:d5:bf:1d:de:e0	(Unknown)
10.38.48.7	88:07:4b:a7:44:8a	(Unknown)
10.38.48.107	f4:5c:89:c2:d3:c5	(Unknown)
10.38.46.93	e8:50:8b:f2:0a:76	(Unknown) (DUP: 2)
10.38.47.246	20:3c:ae:a3:41:93	(Unknown)
10.38.48.89	cc:af:78:b6:1b:85	Hon Hai Precision Ind. Co.,Ltd.
10.38.48.88	c8:ff:28:b5:1c:e5	(Unknown)
10.38.48.113	18:3d:a2:fc:6b:b5	Intel Corporate
10.38.47.189	fc:db:b3:d8:c1:e6	(Unknown)
10.38.48.28	24:e3:14:d9:59:28	(Unknown)
10.38.47.109	34:36:3b:c9:6f:2e	(Unknown)
10.38.48.14	c4:b3:01:95:ea:5e	(Unknown)
10.38.48.134	a4:c4:94:5d:2a:78	(Unknown)
10.38.46.231	90:b6:86:d7:a0:bd	(Unknown)
10.38.48.122	74:c6:3b:97:ac:2f	(Unknown)
10.38.47.254	70:3e:ac:c3:ae:29	(Unknown)
10.38.47.204	6c:76:60:ba:18:2d	(Unknown)
10.38.48.106	d8:1d:72:e4:f4:c2	(Unknown)
10.38.46.144	00:ae:fa:d4:db:14	(Unknown) (DUP: 2)
10.38.47.202	2c:33:61:4f:18:02	(Unknown)
10.38.48.50	48:45:20:ba:ee:f6	(Unknown)
10.38.48.148	1c:91:48:5a:6e:48	(Unknown)
10.38.48.159	ac:22:0b:56:cf:7f	ASUSTek COMPUTER INC.
10.38.48.2	90:b6:86:5c:44:4f	(Unknown)
10.38.48.131	64:9a:be:a3:04:06	(Unknown)
10.38.48.2	90:b6:86:5c:44:4f	(Unknown) (DUP: 2)
10.38.48.145	28:a0:2b:09:db:18	(Unknown)
10.38.48.105	18:f6:43:55:30:05	(Unknown)
10.38.47.249	40:0e:85:f1:90:15	Samsung Electro Mechanics co.,LTD.
10.38.48.141	70:ec:e4:50:97:48	(Unknown)
10.38.48.117	70:14:a6:12:39:8a	(Unknown)
10.38.48.170	9c:f4:8e:92:5c:5d	(Unknown)
10.38.48.186	4c:8d:79:d7:e2:6e	Apple
10.38.48.176	e8:b1:fc:a6:1b:a7	(Unknown)
10.38.48.118	98:01:a7:b6:00:2d	(Unknown)
10.38.48.109	a4:e4:b8:8b:c4:6c	(Unknown)
10.38.47.35	5c:ad:cf:07:ca:29	(Unknown)
10.38.48.99	fc:c2:de:e9:3b:c5	(Unknown)
10.38.48.180	a0:d7:95:ad:6e:20	(Unknown)
10.38.48.142	38:71:de:52:d5:9b	(Unknown)
10.38.47.255	a0:91:69:c1:70:2a	(Unknown)
10.38.48.155	70:ec:e4:82:e4:19	(Unknown)
10.38.48.99	fc:c2:de:e9:3b:c5	(Unknown) (DUP: 2)
10.38.48.193	a4:17:31:a7:5b:b9	Hon Hai Precision Ind. Co.,Ltd.
10.38.47.214	a0:18:28:b0:c4:73	(Unknown)
10.38.48.195	b0:34:95:f0:44:46	(Unknown)
10.38.48.178	78:7e:61:86:90:9e	(Unknown)
10.38.47.249	40:0e:85:f1:90:15	Samsung Electro Mechanics co.,LTD. (DUP: 2)
10.38.47.255	a0:91:69:c1:70:2a	(Unknown) (DUP: 2)
10.38.48.139	70:ec:e4:12:f3:8a	(Unknown)
10.38.47.177	ec:1f:72:06:6a:39	(Unknown)
10.38.46.247	9c:f3:87:45:46:52	(Unknown)
10.38.48.30	28:a0:2b:c4:23:17	(Unknown)
10.38.48.208	ac:e0:10:25:41:df	(Unknown)
10.38.48.97	4c:66:41:73:31:0a	(Unknown)
10.38.48.133	9c:d9:17:48:d3:36	(Unknown)
10.38.48.189	54:4e:90:8c:5e:14	(Unknown)
10.38.48.121	c0:bd:d1:2e:d7:f5	(Unknown)
10.38.48.203	b4:6d:83:8e:7c:1d	(Unknown)
10.38.48.218	34:23:87:e3:79:99	(Unknown)
10.38.48.219	4c:66:41:8e:3f:17	(Unknown)
10.38.47.91	fc:db:b3:cd:b2:ca	(Unknown) (DUP: 3)
10.38.48.219	4c:66:41:8e:3f:17	(Unknown) (DUP: 2)
10.38.48.205	ac:5f:3e:23:33:2a	(Unknown)
10.38.48.205	ac:5f:3e:23:33:2a	(Unknown) (DUP: 2)
10.38.47.140	90:e7:c4:db:d3:0a	(Unknown)
10.38.48.54	24:f0:94:af:77:9b	(Unknown)
10.38.48.211	70:77:81:be:81:ae	(Unknown)
10.38.47.169	6c:88:14:6e:8a:30	Intel Corporate
10.38.48.8	24:da:9b:17:a4:0d	(Unknown)
10.38.48.94	90:e7:c4:dc:d7:d3	(Unknown)
10.38.48.94	90:e7:c4:dc:d7:d3	(Unknown) (DUP: 2)
10.38.47.139	d8:5d:e2:4d:c4:c1	(Unknown)
10.38.48.157	d0:e1:40:96:8a:1e	(Unknown)
10.38.47.58	50:7a:55:41:d7:e2	(Unknown)
10.38.48.194	64:9a:be:d6:e6:2d	(Unknown)
10.38.47.215	04:4b:ed:5e:6f:b8	(Unknown)
10.38.48.221	60:f1:89:70:85:d6	(Unknown)
10.38.48.46	f4:09:d8:c5:75:78	(Unknown)
10.38.48.221	60:f1:89:70:85:d6	(Unknown) (DUP: 2)
10.38.47.189	fc:db:b3:d8:c1:e6	(Unknown) (DUP: 2)
10.38.47.140	90:e7:c4:db:d3:0a	(Unknown) (DUP: 2)
10.38.49.5	78:fd:94:cd:1f:12	(Unknown)
10.38.48.133	9c:d9:17:48:d3:36	(Unknown) (DUP: 2)
10.38.47.213	c8:1e:e7:da:6c:eb	(Unknown)
10.38.48.229	1c:5c:f2:6c:b8:03	(Unknown)
10.38.48.58	f4:5c:89:98:ce:7b	(Unknown)
10.38.48.214	98:01:a7:a2:00:11	(Unknown)
10.38.48.9	c0:33:5e:30:f0:0f	(Unknown)
10.38.47.184	d0:25:98:be:0e:d4	(Unknown)
10.38.48.212	ec:9b:f3:e3:bf:b1	(Unknown)
10.38.48.191	7c:01:91:a1:ec:1a	(Unknown)
10.38.47.247	88:07:4b:c9:43:88	(Unknown)
10.38.48.8	24:da:9b:17:a4:0d	(Unknown) (DUP: 2)
10.38.48.104	48:d7:05:6b:19:cf	(Unknown)
10.38.48.48	d0:25:98:63:34:55	(Unknown)
10.38.48.254	a4:5e:60:f1:ad:65	(Unknown)
10.38.48.114	d4:f4:6f:18:8c:a1	(Unknown)
10.38.49.30	fc:c2:de:c7:15:0d	(Unknown)
10.38.49.8	5c:e0:c5:79:a2:6b	(Unknown)
10.38.49.31	f4:06:69:2f:6c:9b	(Unknown)
10.38.48.205	ac:5f:3e:23:33:2a	(Unknown) (DUP: 3)
10.38.49.30	fc:c2:de:c7:15:0d	(Unknown) (DUP: 2)
10.38.48.192	ac:37:43:47:02:b0	(Unknown)
10.38.49.60	20:3c:ae:b1:53:fd	(Unknown)
10.38.49.56	a0:99:9b:15:03:73	(Unknown)
10.38.47.31	cc:3a:61:41:0b:72	SAMSUNG ELECTRO MECHANICS CO., LTD.
10.38.48.190	9c:f4:8e:9c:08:72	(Unknown)
10.38.49.74	78:0c:b8:82:55:6e	(Unknown)
10.38.49.71	b8:81:98:74:6c:38	(Unknown)
10.38.49.49	4c:8d:79:de:65:a8	Apple
10.38.47.238	a0:ed:cd:b3:e5:5a	Apple
10.38.49.24	34:bb:26:7d:e4:b5	(Unknown)
10.38.48.5	b4:8b:19:82:34:b9	(Unknown)
10.38.49.66	fc:c2:de:e8:66:c1	(Unknown)
10.38.48.124	88:07:4b:cd:eb:53	(Unknown)
10.38.49.66	fc:c2:de:e8:66:c1	(Unknown) (DUP: 2)
10.38.49.77	78:e4:00:9e:6f:58	Hon Hai Precision Ind. Co.,Ltd.
10.38.48.62	4c:7c:5f:a7:d9:72	(Unknown)
10.38.49.107	e8:50:8b:4a:a2:e6	(Unknown)
10.38.49.107	e8:50:8b:4a:a2:e6	(Unknown) (DUP: 2)
10.38.48.124	88:07:4b:cd:eb:53	(Unknown) (DUP: 2)
10.38.49.58	5c:51:88:34:83:ab	(Unknown)
10.38.49.198	5c:ad:cf:0d:1d:b1	(Unknown)
10.38.49.36	24:e3:14:8f:7d:06	(Unknown)
10.38.48.44	bc:e6:3f:e2:7d:16	(Unknown)
10.38.49.150	20:ab:37:0e:b4:e7	(Unknown)
10.38.49.158	48:51:b7:ea:29:28	(Unknown)
10.38.49.103	80:00:6e:c4:65:de	(Unknown)
10.38.49.151	e4:a4:71:74:57:ed	(Unknown)
10.38.48.198	d0:e1:40:86:d0:1e	(Unknown)
10.38.49.176	9c:4e:36:4c:01:58	Intel Corporate
10.38.49.194	f4:06:69:88:b1:4d	(Unknown)
10.38.49.161	84:10:0d:be:ed:a1	(Unknown)
10.38.48.237	64:bc:0c:85:5f:ad	(Unknown)
10.38.49.184	00:56:cd:15:f0:5f	(Unknown)
10.38.48.250	90:b6:86:7e:be:2b	(Unknown)
10.38.48.52	20:ab:37:17:51:06	(Unknown)
10.38.48.109	a4:e4:b8:8b:c4:6c	(Unknown) (DUP: 2)
10.38.48.61	20:3c:ae:93:68:b5	(Unknown)
10.38.49.119	38:ca:da:d2:8a:a4	(Unknown)
10.38.49.83	c0:ee:fb:3b:f4:57	(Unknown)
10.38.49.112	60:e3:ac:a8:9c:62	(Unknown)
10.38.49.112	60:e3:ac:a8:9c:62	(Unknown) (DUP: 2)
10.38.49.226	6c:8d:c1:18:cf:30	(Unknown)
10.38.47.193	54:4e:90:9c:24:ad	(Unknown)
10.38.49.211	90:b6:86:45:fa:10	(Unknown)
10.38.49.211	90:b6:86:45:fa:10	(Unknown) (DUP: 2)
10.38.50.25	d8:1d:72:e7:9a:d3	(Unknown)
10.38.49.218	5c:97:f3:04:2e:88	(Unknown)
10.38.49.217	28:5a:eb:44:94:d4	(Unknown)
10.38.49.121	d0:22:be:ee:55:56	Samsung Electro Mechanics co.,LTD.
10.38.49.156	90:e7:c4:df:17:8e	(Unknown)
10.38.48.160	58:7f:57:2a:0a:37	(Unknown)
10.38.48.103	f4:31:c3:32:c8:c7	(Unknown)
10.38.49.121	d0:22:be:ee:55:56	Samsung Electro Mechanics co.,LTD. (DUP: 2)
10.38.49.223	90:e7:c4:d3:36:31	(Unknown)
10.38.49.223	90:e7:c4:d3:36:31	(Unknown) (DUP: 2)
10.38.49.252	f4:37:b7:85:ad:43	(Unknown)
10.38.48.59	08:74:02:6e:c1:6a	(Unknown)
10.38.48.32	6c:8d:c1:3a:f9:86	(Unknown)
10.38.48.109	a4:e4:b8:8b:c4:6c	(Unknown) (DUP: 3)
10.38.50.34	70:81:eb:e9:d7:f1	(Unknown)
10.38.49.28	00:cd:fe:a6:eb:62	(Unknown)
10.38.48.96	48:43:7c:76:16:dc	(Unknown)
10.38.49.247	3c:a9:f4:3b:7f:c4	Intel Corporate
10.38.49.97	7c:7a:91:aa:03:4d	Intel Corporate
10.38.49.219	9c:f4:8e:0f:34:18	(Unknown)
10.38.49.131	64:09:80:c8:4a:42	(Unknown)
10.38.49.225	e8:80:2e:a5:5d:2e	(Unknown)
10.38.48.87	70:14:a6:a8:ff:ac	(Unknown)
10.38.49.133	90:e7:c4:dc:09:93	(Unknown)
10.38.48.130	b8:53:ac:7b:11:fe	(Unknown)
10.38.49.137	2c:33:61:26:04:11	(Unknown)
10.38.47.68	80:a5:89:69:57:ab	(Unknown)
10.38.48.79	0c:51:01:50:a9:f2	(Unknown)
10.38.49.153	ec:1f:72:16:d4:0e	(Unknown)
10.38.49.136	a4:b8:05:b1:da:bb	(Unknown)
10.38.48.73	00:61:71:74:24:c1	(Unknown)
10.38.49.129	38:71:de:54:ff:10	(Unknown)
10.38.49.147	34:02:86:df:1e:ca	(Unknown)
10.38.48.236	c0:cc:f8:6d:32:9c	(Unknown)
10.38.49.206	a8:8e:24:dd:3a:e6	(Unknown)
10.38.48.199	f4:31:c3:4e:9d:46	(Unknown)
10.38.50.29	48:43:7c:c4:f0:f4	(Unknown)
10.38.50.37	bc:6c:21:99:57:aa	(Unknown)
10.38.49.207	ac:37:43:47:32:82	(Unknown)
10.38.49.236	60:f8:1d:b9:b3:9e	(Unknown)
10.38.50.56	18:4f:32:d5:92:11	(Unknown)
10.38.50.71	50:1a:c5:e8:a1:0b	(Unknown)
10.38.49.76	f4:09:d8:b8:52:b0	(Unknown)
10.38.50.66	2c:30:33:9c:18:2e	(Unknown)
10.38.50.72	02:0d:0c:e7:81:c8	(Unknown)
10.38.47.180	00:cd:fe:ca:1f:67	(Unknown)
10.38.49.159	2c:0e:3d:39:80:69	(Unknown)
10.38.50.1	ac:5f:3e:be:75:c1	(Unknown)
10.38.49.133	90:e7:c4:dc:09:93	(Unknown) (DUP: 2)
10.38.50.1	ac:5f:3e:be:75:c1	(Unknown) (DUP: 2)
10.38.48.250	90:b6:86:7e:be:2b	(Unknown) (DUP: 2)
10.38.49.171	78:4b:87:e6:b4:04	(Unknown)
10.38.50.110	5c:51:88:57:16:50	(Unknown)
10.38.49.80	fc:c2:de:0f:a9:f8	(Unknown)
10.38.50.112	30:f7:72:26:6f:59	(Unknown)
10.38.50.96	fc:db:b3:3e:58:07	(Unknown)
10.38.50.96	fc:db:b3:3e:58:07	(Unknown) (DUP: 2)
10.38.49.190	38:ca:da:44:86:89	(Unknown)
10.38.50.80	9c:f4:8e:11:e5:0f	(Unknown)
10.38.49.9	f0:b4:79:20:2a:d3	Apple, Inc.
10.38.50.45	70:14:a6:04:57:2c	(Unknown)
10.38.50.125	a0:3b:e3:b6:a6:b5	(Unknown)
10.38.50.35	ac:bc:32:87:9b:9f	(Unknown)
10.38.49.82	2c:33:61:90:d2:df	(Unknown)
10.38.50.147	e4:f8:9c:c8:4b:82	(Unknown)
10.38.49.45	a4:b8:05:d8:02:c0	(Unknown)
10.38.50.94	b4:74:43:8d:ea:1d	(Unknown)
10.38.47.200	70:3e:ac:15:3d:31	(Unknown)
10.38.50.12	98:f1:70:55:a6:71	(Unknown)
10.38.49.76	f4:09:d8:b8:52:b0	(Unknown) (DUP: 2)
10.38.49.221	44:00:10:d2:0c:87	(Unknown)
10.38.50.99	70:ec:e4:6a:67:48	(Unknown)
10.38.48.228	70:3e:ac:5e:2a:f9	(Unknown)
10.38.49.22	a4:08:ea:2e:b7:19	(Unknown)
10.38.49.185	3c:15:c2:e2:17:82	(Unknown)
10.38.49.120	e8:50:8b:f7:90:7f	(Unknown)
10.38.50.141	b8:86:87:d5:c1:b8	(Unknown)
10.38.50.103	d4:f4:6f:aa:b9:93	(Unknown)
10.38.49.159	2c:0e:3d:39:80:69	(Unknown) (DUP: 2)
10.38.50.100	6c:94:f8:78:60:d5	(Unknown)
10.38.49.153	ec:1f:72:16:d4:0e	(Unknown) (DUP: 2)
10.38.50.60	90:e7:c4:d9:62:09	(Unknown)
10.38.50.60	90:e7:c4:d9:62:09	(Unknown) (DUP: 2)
10.38.50.180	74:29:af:97:13:93	(Unknown)
10.38.50.177	c0:ee:fb:5a:86:64	(Unknown)
10.38.49.106	80:00:6e:a4:b2:33	(Unknown)
10.38.50.12	98:f1:70:55:a6:71	(Unknown) (DUP: 2)
10.38.50.114	00:cd:fe:e3:dc:ed	(Unknown)
10.38.50.61	b8:e8:56:29:2c:26	Apple
10.38.50.153	1c:99:4c:34:59:2b	Murata Manufactuaring Co.,Ltd.
